rank,content_id,priority_score,decline_probability,business_value_score,archetype,recommended_action,reason_codes,content_type,main_intent,days_since_last_update,impressions_90d,clicks_90d,ctr,engagement_rate
1205,content_c6d0e031b456,0.46189136929751856,0.6595475221985824,0.0006936791950365205,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,198,0,0.0,0.0
1206,content_8ef5d43bb725,0.4618899525757378,0.6597340872449592,0.0002536383475547744,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,182,1,0.55,0.0
1207,content_499076ef81ae,0.4618650919934523,0.6596108161654076,0.00045840225889007865,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,202,1,0.5,0.0
1208,content_b99f3def9646,0.46184969268323167,0.6594503085584845,0.0007815889743084206,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,93,1,1.08,0.0
1209,content_68679a49bd03,0.4618395691981209,0.6596867823457907,0.00019607185355823044,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,transactional,20,6,0,0.0,0.0
1210,content_6c1f062a1de8,0.46181191000381405,0.6595223394208137,0.0004875746974815149,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,329,2,0.61,0.0
1211,content_365cced53e3e,0.46177787405065773,0.6596816838371937,2.317882073886354e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,5,0,0.0,0.0
1212,content_830c8c9a640b,0.4617347063425913,0.6592670050787464,0.0008260092915628761,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,93,0,0.0,0.0
1213,content_572cf2566ada,0.46173210761952055,0.6594380595076946,0.0004182198804476824,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,56,0,0.0,0.0
1214,content_3348fef1a464,0.4617288958449283,0.6589332651065314,0.0015853675678545428,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale,keyword article,informational,104,480,1,0.21,0.0
1215,content_4f9d6ea47a62,0.4617069629755514,0.659413562435103,0.0003915642365979893,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,10,0,0.0,0.0
1216,content_797cb8b2c397,0.46169938742137034,0.6592336852480484,0.0007860258257883366,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,24,0,0.0,0.0
1217,content_688efed95e4e,0.46168406016155955,0.6593830792299715,0.000386349001931745,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,1,0,0.0,0.0
1218,content_bb2159ee87a3,0.4616501217366635,0.6593112513820901,0.00044081923066807433,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,95,0,0.0,0.0
1219,content_ed519ddea999,0.4616442428754415,0.6593261121443738,0.00038654791459960167,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,78,1,1.28,0.0
1220,content_0b5ca97c254f,0.46161663734716196,0.6594518423783584,1.158941036943177e-06,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,3,0,0.0,0.0
1221,content_a1dfb0636e9c,0.4615835578969534,0.659251854148549,0.0003575333098969701,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,618,0,0.0,0.0
1222,content_003380cff485,0.4615539653667182,0.6593620626332166,1.7384115554147656e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,4,0,0.0,0.0
1223,content_5bc63535003b,0.4615518115857005,0.6593579924251597,4.0562936293011195e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,8,0,0.0,0.0
1224,content_1949eb8a9d1e,0.4615516045829372,0.6567066436643636,0.006189846726275738,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,informational,7,3422,14,0.41,0.0
1225,content_0cb652bd058e,0.461531608896339,0.6593276413733099,7.533116740130651e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,14,0,0.0,0.0
1226,content_d066bbc6e0c2,0.4615153626209022,0.6562914283594858,0.007037875897540536,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,commercial,20,3552,14,0.39,0.0
1227,content_875936a9d73e,0.4614974362974871,0.6591175449358351,0.00038384947467510046,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,150,2,1.33,0.0
1228,content_2c3fb52e5e58,0.46147288565114525,0.656017479284563,0.007535500506503924,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,commercial,20,3974,17,0.43,0.0
1229,content_0ca85d2f49be,0.46146396423398456,0.6591449885909296,0.0002082407344461338,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,27,0,0.0,0.0
1230,content_45daf8d6a140,0.46146175672817047,0.6590650062075427,0.00038750794296868815,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,3,0,0.0,0.0
1231,content_70d302cdbdec,0.46142897136780786,0.6591810163325512,7.533116740130651e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,commercial,8,14,0,0.0,0.0
1232,content_122b8ff9d581,0.4614236390696909,0.6591758822088919,1.7384115554147656e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,4,0,0.0,0.0
1233,content_72d7cb87d6e0,0.4613787851499816,0.659023800874227,0.00020708179340919063,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,25,0,0.0,0.0
1234,content_4bc9157109f4,0.4613779788426852,0.6590947592646629,3.882452473759643e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,68,0,0.0,0.0
1235,content_fd285d01fcef,0.4613607486517243,0.6586667980149089,0.0009799668042935604,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,512,2,0.39,0.0
1236,content_654bf4030796,0.46135663862533194,0.6589978749055524,0.00019375397148434407,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,2,0,0.0,0.0
1237,content_54944705fb0f,0.4613534063837313,0.6589077365561219,0.00039330264815340405,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,13,0,0.0,0.0
1238,content_ebdf79b83122,0.46134572833005466,0.6585678467212136,0.0011607854173506498,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,commercial,20,4,0,0.0,0.0
1239,content_d149b02b1cb1,0.46134485161858724,0.6588633937732515,0.00046825325770409566,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,219,1,0.46,0.0
1240,content_faaf1b1e4d65,0.461331587620935,0.6588544642337798,0.00044487552429737544,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,102,0,0.0,0.0
1241,content_f8383c3435c7,0.46129120383248334,0.6589851989458336,5.215234666244297e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,10,0,0.0,0.0
1242,content_605cd753b78d,0.46128977877140054,0.658078022483198,0.0021172101105398303,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,781,6,0.77,0.0
1243,content_b430766c20c5,0.4612793373560351,0.6589252832367523,0.00010546363436182911,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,commercial,8,183,0,0.0,0.0
1244,content_6d1c35c27ae1,0.46125011928642556,0.6587254153288625,0.00047442852073942645,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,153,0,0.0,0.0
1245,content_2d33a679ef65,0.4612495052126784,0.6589273679005248,1.158941036943177e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,transactional,20,3,0,0.0,0.0
1246,content_e628596233d7,0.4611712391056305,0.6562231580750296,0.006050094843699432,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,informational,20,2154,18,0.84,8.33
1247,content_548d54f56d19,0.4611663221997287,0.6586384866800549,0.0003979384123011768,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,21,0,0.0,0.0
1248,content_f6c21596a9d7,0.46112515478005156,0.6587387972669952,2.665564384969307e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,47,0,0.0,0.0
1249,content_908eb37ffde0,0.4610913152812103,0.658535059106933,0.00038924635452410294,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,6,0,0.0,0.0
1250,content_4f4baf5fcb8c,0.4610665043576312,0.6581996699051527,0.0010891180800810527,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,367,2,0.54,0.0
1251,content_9a814077e7b7,0.4610416410482779,0.658434136582278,0.0004591514689443316,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,460,0,0.0,0.0
1252,content_7e24f3b27d73,0.4610334259413767,0.6584145440417294,0.00047748370722058896,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,825,0,0.0,0.0
1253,content_ae38e41bc7d5,0.46099736647935935,0.6584727084463544,0.00022156855637098032,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,50,0,0.0,0.0
1254,content_67a8646a7b6e,0.4609677533556959,0.6584418278313422,0.00019491291252128726,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,4,0,0.0,0.0
1255,content_1e14ade1f5c3,0.4609638358564594,0.6572513871837637,0.0029595494260826866,low_priority,No immediate action,elevated_decline_risk,keyword article,commercial,20,2568,6,0.23,0.0
1256,content_56c8c0345f61,0.46092793404887156,0.6579411964071449,0.0012303218795672404,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,124,0,0.0,14.29
1257,content_3587f30c8750,0.46091342640450983,0.6580283430680559,0.0009786208562357374,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,23,0,0.0,0.0
1258,content_2a8b933ad17e,0.46083244216410957,0.6583318118899344,5.794705184715885e-07,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,2,0,0.0,0.0
1259,content_bcaa614da3ad,0.460794325647285,0.65689934560678,0.003215945741796846,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,627,1,0.16,0.0
1260,content_c8b0f28d2c4e,0.4607783261995113,0.6579611005493331,0.0006851860499273033,low_priority,No immediate action,elevated_decline_risk,keyword article,transactional,20,260,1,0.38,0.0
1261,content_27d5a984e469,0.46077680896957546,0.6582366901937441,3.708611318218166e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,65,0,0.0,0.0
1262,content_ed356a0df49b,0.46076975143545956,0.658241260328117,2.8973525923579425e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,6,0,0.0,0.0
1263,content_b7fef277c982,0.4607628766098118,0.6580704943022994,0.00037843532734099946,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,64,1,1.56,0.0
1264,content_d4d0b65e5582,0.460733298246049,0.6581061469268943,0.00019665132407670202,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,transactional,20,7,0,0.0,0.0
1265,content_70664afa98a4,0.46071942870439614,0.6581661422337092,1.0430469332488594e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,19,0,0.0,0.0
1266,content_17a7b75e1df2,0.46070830213266356,0.6581524822318053,5.215234666244297e-06,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,10,0,0.0,0.0
1267,content_d0f7c342f563,0.46069709663375036,0.6580519468928171,0.00020244602926141792,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,17,0,0.0,0.0
1268,content_d81d8c631f61,0.4606754329308972,0.6580702613091578,8.750004828920987e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,152,0,0.0,0.0
1269,content_97fd095ebfd1,0.4606404428867141,0.6578827603174628,0.00040836888163366537,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,39,0,0.0,0.0
1270,content_3e6b7a62d22e,0.460611215223368,0.652876235246484,0.011992835169430937,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,commercial,20,4095,40,0.98,0.0
1271,content_53a574b8a7da,0.4606035319431919,0.6576026371796004,0.0009389530582388069,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,1288,0,0.0,0.0
1272,content_a62b745f8be3,0.4605269583670016,0.6578093889150489,0.00020128708822447474,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,15,0,0.0,0.0
1273,content_70e80d66f0b0,0.4605048253145672,0.6576232999847902,0.0005617177507138029,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,637,0,0.0,0.0
1274,content_65eed1d86876,0.4604868279454678,0.6571087946503528,0.0017022389674030453,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,835,3,0.36,0.0
1275,content_2e590ab028f9,0.46047725755257446,0.6575698294738016,0.0005945897363778788,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,27,0,0.0,0.0
1276,content_89b746cd8933,0.4604622551878046,0.6571649962414609,0.0014891927292733577,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,544,4,0.74,0.0
1277,content_ad5347f06460,0.46043686534255324,0.6577542849194581,2.9552996442051017e-05,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,52,0,0.0,0.0
1278,content_3ffc8a7a40ee,0.46042103431599785,0.6576615456652973,0.0001931745009658725,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,1,0,0.0,0.0
1279,content_ccaf3a0a98f0,0.46040965944313234,0.6573343333126247,0.0009187537476504057,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,73,2,2.74,0.0
1280,content_14b91a8ba3cc,0.46039560636487137,0.6564592119684632,0.0029138599564903908,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,259,3,1.16,0.0
1281,content_f89be6a6a437,0.4603518577783244,0.6560645620243495,0.0036888812042658887,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale,keyword article,informational,104,903,7,0.78,0.0
1282,content_b1b1392882f8,0.4603515290359184,0.6575612590300093,0.00019549238303975884,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,5,0,0.0,0.0
1283,content_054b2d512690,0.46034905009672467,0.6569962556913891,0.001505570375841245,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,commercial,20,599,0,0.0,0.0
1284,content_21b819522d93,0.4603251322748793,0.6575949145958604,2.8973525923579428e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,51,0,0.0,0.0
1285,content_3d72eab872f6,0.4602817002004798,0.6569630307082008,0.001358595682464295,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,12,0,0.0,0.0
1286,content_3e048af23576,0.4602547658250784,0.6574163205699527,0.00021113808703849174,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,32,0,0.0,0.0
1287,content_2c259410ba09,0.4602428756357301,0.6574893256477414,1.158941036943177e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,3,0,0.0,0.0
1288,content_68d9ce913acb,0.46019387521737865,0.6574198217391124,0.0,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,1,0,0.0,0.0
1289,content_20ba5f5c60f7,0.4601912054879889,0.6573131028630005,0.00024011161296207117,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,82,0,0.0,0.0
1290,content_85888f01be00,0.46015749985402454,0.6566054541225397,0.0017789398941561287,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,634,3,0.47,0.0
1291,content_9746794ea57e,0.46014624072763216,0.6573418386877293,2.317882073886354e-05,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,41,0,0.0,0.0
1292,content_97ae9323b22f,0.4601410859731441,0.6569342661894048,0.0009569988018695305,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,139,2,1.44,0.0
1293,content_dedca16a6aa5,0.46012990679533156,0.6572401856280284,0.00020592285237224745,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,23,0,0.0,0.0
1294,content_4ef888bc7987,0.4601209600161426,0.6572244243808064,0.0002128764985939065,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,35,0,0.0,0.0
1295,content_1f1c6b273a44,0.46010680176772134,0.657108495325379,0.0004361834665203016,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,87,0,0.0,0.0
1296,content_86b70918694f,0.460105490610736,0.6567900256339314,0.0011749088899469231,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,335,4,1.19,0.0
1297,content_0cacab840128,0.46010481376695855,0.6570432305020959,0.0005818413849715038,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,commercial,20,5,0,0.0,0.0
1298,content_426e2f454940,0.46008473064359917,0.6569319995985337,0.0007744364154189048,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,4,0,0.0,0.0
1299,content_357185a7b5a2,0.46008160211482857,0.657082344353277,0.00041320355844929474,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,124,1,0.81,0.0
1300,content_36dd471dc460,0.4600787102174436,0.6571501602330788,0.00024532684762831544,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,91,0,0.0,0.0
1301,content_0a631257482b,0.4600600508667728,0.6571509850099273,0.00018120453274582586,low_priority,No immediate action,elevated_decline_risk,keyword article,,20,57,1,1.75,0.0
1302,content_76f8fdce4d6e,0.4600309196092469,0.6570173911091121,0.00039581944289514715,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,94,1,1.06,0.0
1303,content_6ab05b9d2cd8,0.459988407361549,0.6565321306067599,0.0013863864560569776,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,880,2,0.23,0.0
1304,content_7476a5fabd21,0.4599753393219944,0.6570057160038971,0.0002377937308881848,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,78,0,0.0,0.0
1305,content_ba467e170ece,0.4599595993717706,0.6569991244092269,0.00020070761770600316,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,14,0,0.0,0.0
1306,content_496f4619c97a,0.4599474891299028,0.6570678416141469,0.0,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,1,0,0.0,0.0
1307,content_3523f5fdc859,0.45991021925151077,0.6553716966776473,0.0038334385905257496,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale,keyword article,informational,104,2436,2,0.08,0.0
1308,content_843cd874df3d,0.459907039496541,0.6570095597346142,1.158941036943177e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,transactional,20,3,0,0.0,0.0
1309,content_125ca7619eec,0.4598875711536415,0.6568072292702163,0.00040836888163366537,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,39,0,0.0,0.0
1310,content_236f7953ced7,0.4598775731228933,0.6565357342044614,0.0010085305992344497,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,818,1,0.12,0.0
1311,content_046a2f21c507,0.45986838932066637,0.6567916619397742,0.00038075320941488583,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,68,1,1.47,0.0
1312,content_f37e09f687bf,0.45986221748412903,0.6562565678077783,0.0016087333956142863,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale,keyword article,informational,104,1007,3,0.3,25.0
1313,content_06e5928c931b,0.4598511228684945,0.6565993454314941,0.0007719368881622603,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,153,2,1.31,0.0
1314,content_2a14694cca5f,0.45985085711889273,0.6568403015105763,0.0002088202049646054,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,28,0,0.0,0.0
1315,content_712fbbbb3481,0.45984901572065967,0.6568433828653539,0.00019549238303975884,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,5,0,0.0,0.0
1316,content_8698288db02c,0.4598282488465088,0.6567232281506934,0.0004066304700782506,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,36,0,0.0,0.0
1317,content_d55b83aff7c7,0.4598035696549927,0.6382946633424271,0.04332435105097915,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,commercial,8,54704,34,0.06,5.71
1318,content_94aa12419622,0.4597937923219141,0.656382490729389,0.0010868293711392416,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,183,4,2.19,0.0
1319,content_c135155d7fdc,0.4597811488222535,0.656828225847156,4.635764147772708e-06,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,9,0,0.0,0.0
1320,content_c447b66461f8,0.45975476013329947,0.6565409187820117,0.0005870566196377482,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,transactional,20,14,0,0.0,0.0
1321,content_268910e38131,0.45971939920480387,0.6565863596030573,0.00036315827554590465,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale,keyword article,informational,104,371,1,0.27,0.0
1322,content_b03ea7190aea,0.4597193676251321,0.6562849095049162,0.0010664365723025565,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,commercial,8,1508,0,0.0,0.0
1323,content_4a825108b4a1,0.45969167924913307,0.6566163813768876,0.00020070761770600316,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,8,14,0,0.0,0.0
1324,content_fb9c5a3a9427,0.45966996843687524,0.656488335973725,0.0004271108508926129,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,148,1,0.68,0.0
1325,content_e6441a0aadd5,0.4596596723481031,0.6564883648497324,0.00039272317763493247,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,12,0,0.0,0.0
1326,content_7018b8ebc6ee,0.45960879157627965,0.6565004538607475,0.00019491291252128726,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,4,0,0.0,0.0
1327,content_6493ac173e55,0.4595969779055122,0.6564911906196819,0.00017714823911652472,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,50,1,2.0,0.0
1328,content_6b09c696507d,0.45958523498741793,0.6555398719315038,0.0023577487845511413,low_priority,No immediate action,elevated_decline_risk,keyword article,commercial,8,2813,1,0.04,0.0
1329,content_bd09429b5300,0.4595814844346209,0.6562740111979962,0.0006322553200785321,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,92,0,0.0,0.0
1330,content_0a76d4204a84,0.4595797789637343,0.6565422930322554,5.794705184715885e-07,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,102,2,0,0.0,0.0
1331,content_7074b1199a78,0.45956815126413847,0.6564383375115616,0.0002043833534846894,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,97,1,1.03,0.0
1332,content_7c59db31efd8,0.4595402748110378,0.6559994619180437,0.0011355048946908551,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,267,4,1.5,0.0
1333,content_f9b5ca91c2ed,0.4595271209331021,0.6564601136279877,1.6804645035676067e-05,stale_high_risk,Review and refresh content,elevated_decline_risk | content_stale | below_typical_ctr,keyword article,informational,104,30,0,0.0,0.0
1334,content_e6708d168e20,0.45950270131544213,0.6559955521484045,0.0010193827051966052,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,170,1,0.59,0.0
1335,content_bd4243bfed1d,0.45945041750171023,0.6561834741891155,0.00040661856443127383,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,446,1,0.22,0.0
1336,content_a9631f531f4d,0.45942717408805045,0.656121370998834,0.00047404796288881155,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,229,1,0.44,0.0
1337,content_7699bf350645,0.4593765620390913,0.6562457745272103,1.5066233480261301e-05,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,27,0,0.0,0.0
1338,content_6ca98221ccd9,0.4593501930732061,0.6532709035199391,0.006868535364162698,high_risk_high_value,Priority human review,elevated_decline_risk | high_value_page,keyword article,commercial,20,5440,12,0.22,0.0
1339,content_01d21ee8ee13,0.4593358958304613,0.6561014140484999,0.00021635332170473603,high_risk_ctr_opportunity,Review title and snippet opportunity,elevated_decline_risk | below_typical_ctr,keyword article,informational,20,41,0,0.0,0.0
1340,content_983bb4d02103,0.45933213714542354,0.6552868676708902,0.00210443258600138,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,8,939,4,0.43,0.0
1341,content_c42047cbce20,0.45932882751916737,0.6548039258890122,0.0032202646561962766,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,991,10,1.01,0.0
1342,content_15e0e6081fe9,0.459328369814566,0.6551322131152164,0.002452735446381857,low_priority,No immediate action,elevated_decline_risk,keyword article,informational,20,950,5,0.53,14.29
